-3.595634460449218750e+00,-2.514711141586303711e+00,-2.310643911361694336e+00,1.247790455818176270e+00,1.815104007720947266e+00,-7.868819236755371094e-01,2.190116643905639648e+00,-1.675182580947875977e-02,-3.032796382904052734e+00,1.744758367538452148e+00,2.043114900588989258e+00,1.534905552864074707e+00,-2.802739620208740234e+00,-1.770826697349548340e+00,2.557799339294433594e+00,-1.688230633735656738e+00
-1.955885887145996094e+00,-9.642215967178344727e-01,-1.354201197624206543e+00,1.909834742546081543e+00,1.845586657524108887e+00,-1.848281547427177429e-02,2.641780614852905273e+00,8.522260189056396484e-02,-2.899418592453002930e+00,-7.664648890495300293e-01,1.264033675193786621e+00,2.203559160232543945e+00,-1.424324989318847656e+00,-1.542480111122131348e+00,2.148187875747680664e+00,-1.919707298278808594e+00
-3.589607238769531250e+00,-2.570664405822753906e+00,-2.417763948440551758e+00,1.416273355484008789e+00,1.867338299751281738e+00,-9.513247609138488770e-01,2.414571523666381836e+00,3.173479437828063965e-01,-3.181348085403442383e+00,1.354831218719482422e+00,2.146553516387939453e+00,1.804993033409118652e+00,-2.822790384292602539e+00,-1.945256590843200684e+00,2.714572668075561523e+00,-1.797139883041381836e+00
-3.066895723342895508e+00,-2.044990777969360352e+00,-2.030354738235473633e+00,1.606089949607849121e+00,1.867034435272216797e+00,-6.188739538192749023e-01,2.542864084243774414e+00,2.062872350215911865e-01,-3.169531822204589844e+00,6.325012445449829102e-01,1.847491145133972168e+00,1.959577560424804688e+00,-2.349823713302612305e+00,-1.834271669387817383e+00,2.558649301528930664e+00,-1.852519869804382324e+00
-3.126100778579711914e+00,-2.075650691986083984e+00,-1.963587522506713867e+00,1.453409910202026367e+00,1.848847270011901855e+00,-5.362118482589721680e-01,2.351989984512329102e+00,-7.237290591001510620e-02,-3.074798822402954102e+00,1.051234006881713867e+00,1.807380199432373047e+00,1.728474497795104980e+00,-2.381840944290161133e+00,-1.673343658447265625e+00,2.507839918136596680e+00,-1.758352756500244141e+00
-6.556273102760314941e-01,-4.153338968753814697e-01,-1.000042438507080078e+00,2.329707384109497070e+00,2.425965309143066406e+00,-4.619805514812469482e-01,2.909427881240844727e+00,1.712034583091735840e+00,-2.491380691528320312e+00,-3.642582893371582031e+00,1.030024528503417969e+00,2.412732124328613281e+00,-5.108542442321777344e-01,-2.016093730926513672e+00,1.783850431442260742e+00,-1.584707021713256836e+00
-1.362759113311767578e+00,-7.778210043907165527e-01,-1.443794012069702148e+00,2.395410060882568359e+00,2.294285535812377930e+00,-3.615708351135253906e-01,3.008178234100341797e+00,1.071447253227233887e+00,-3.006283521652221680e+00,-2.481892347335815430e+00,1.238228678703308105e+00,2.607277393341064453e+00,-1.056999921798706055e+00,-1.926890134811401367e+00,2.244003295898437500e+00,-1.950073480606079102e+00
-9.004424810409545898e-01,-6.169645786285400391e-01,-1.236025094985961914e+00,2.489807844161987305e+00,2.567838907241821289e+00,-5.159644484519958496e-01,3.117785930633544922e+00,1.688731551170349121e+00,-2.808347940444946289e+00,-3.524178266525268555e+00,1.150871992111206055e+00,2.574213981628417969e+00,-7.003541588783264160e-01,-2.137848377227783203e+00,2.062916517257690430e+00,-1.751655340194702148e+00
1.408720970153808594e+00,9.080770015716552734e-01,4.057381153106689453e-01,1.100499629974365234e+00,1.243918180465698242e+00,-1.507486402988433838e-01,1.555465340614318848e+00,1.997162103652954102e+00,-3.096646666526794434e-01,-4.117283821105957031e+00,1.288559138774871826e-01,1.257376313209533691e+00,1.155580997467041016e+00,-5.831533670425415039e-01,2.855607867240905762e-01,-5.582510828971862793e-01
-2.352581024169921875e+00,-1.255934000015258789e+00,-1.346390247344970703e+00,1.604204893112182617e+00,1.832562923431396484e+00,5.081212893128395081e-02,2.327505826950073242e+00,-3.704243898391723633e-01,-2.899337530136108398e+00,2.684297561645507812e-01,1.294230222702026367e+00,1.816237568855285645e+00,-1.704651355743408203e+00,-1.406807184219360352e+00,2.166589260101318359e+00,-1.825080990791320801e+00
-3.064118623733520508e+00,-1.975989103317260742e+00,-1.755074143409729004e+00,1.259832024574279785e+00,1.855193495750427246e+00,-3.081444501876831055e-01,2.031858205795288086e+00,-5.345808863639831543e-01,-2.903352260589599609e+00,1.470397949218750000e+00,1.625041723251342773e+00,1.400015234947204590e+00,-2.284442901611328125e+00,-1.424504518508911133e+00,2.371101856231689453e+00,-1.619966864585876465e+00
-1.457374691963195801e+00,-6.959245204925537109e-01,-1.350540280342102051e+00,2.217777490615844727e+00,2.113143682479858398e+00,-1.640291213989257812e-01,2.857807159423828125e+00,6.855494379997253418e-01,-2.901825666427612305e+00,-1.936239004135131836e+00,1.184731364250183105e+00,2.465029239654541016e+00,-1.122526407241821289e+00,-1.714091181755065918e+00,2.151123285293579102e+00,-1.937415480613708496e+00
-1.710336804389953613e+00,-9.651255011558532715e-01,-1.558876752853393555e+00,2.423370122909545898e+00,2.254307270050048828e+00,-3.782148659229278564e-01,3.140849113464355469e+00,8.947716355323791504e-01,-3.217776060104370117e+00,-2.065685272216796875e+00,1.396406531333923340e+00,2.731733798980712891e+00,-1.287757873535156250e+00,-1.938270568847656250e+00,2.461644887924194336e+00,-2.082192897796630859e+00
-1.835350990295410156e+00,-9.043378829956054688e-01,-1.415600419044494629e+00,2.119014024734497070e+00,2.007694959640502930e+00,-1.094739437103271484e-01,2.884689331054687500e+00,3.738310635089874268e-01,-3.032736778259277344e+00,-1.300971984863281250e+00,1.316042661666870117e+00,2.464242458343505859e+00,-1.375541210174560547e+00,-1.669332146644592285e+00,2.276954174041748047e+00,-2.014806985855102539e+00
-2.923435688018798828e+00,-1.931281328201293945e+00,-1.985040426254272461e+00,1.757362604141235352e+00,1.909479022026062012e+00,-6.219137310981750488e-01,2.690370559692382812e+00,3.806295096874237061e-01,-3.245113372802734375e+00,2.129454165697097778e-01,1.820091605186462402e+00,2.144629240036010742e+00,-2.239793062210083008e+00,-1.915446758270263672e+00,2.589845657348632812e+00,-1.933419227600097656e+00
-3.262141942977905273e+00,-2.293736457824707031e+00,-2.370378971099853516e+00,1.741747260093688965e+00,1.960469365119934082e+00,-9.620518088340759277e-01,2.691710472106933594e+00,7.180427908897399902e-01,-3.311736583709716797e+00,4.087915420532226562e-01,2.053434133529663086e+00,2.180701971054077148e+00,-2.577437162399291992e+00,-2.145031690597534180e+00,2.752092599868774414e+00,-1.963592648506164551e+00
