3.412079811096191406e+00,-1.972630977630615234e+00,1.237425923347473145e+00,2.687002182006835938e+00,-5.649050712585449219e+00,-1.973804831504821777e+00,2.951605796813964844e+00,1.750176250934600830e-01
2.679164886474609375e+00,-1.763980269432067871e+00,1.146275758743286133e+00,2.826447963714599609e+00,-4.312540054321289062e+00,-2.062160015106201172e+00,2.654432296752929688e+00,7.473950386047363281e-01
3.567480564117431641e+00,-1.883227944374084473e+00,1.224012970924377441e+00,2.560107231140136719e+00,-5.440350532531738281e+00,-2.194167137145996094e+00,3.346765518188476562e+00,-4.289357066154479980e-01
3.604429721832275391e+00,-1.936178803443908691e+00,1.243384242057800293e+00,2.633562088012695312e+00,-5.648246288299560547e+00,-2.170486927032470703e+00,3.286118030548095703e+00,-2.743510603904724121e-01
3.577672243118286133e+00,-1.947947382926940918e+00,1.240183591842651367e+00,2.657920360565185547e+00,-5.655806541442871094e+00,-2.146793127059936523e+00,3.233524322509765625e+00,-1.956744194030761719e-01
2.048789024353027344e+00,-1.577135562896728516e+00,1.159077405929565430e+00,2.988395214080810547e+00,-3.226362228393554688e+00,-2.117362737655639648e+00,2.233693599700927734e+00,1.503371000289916992e+00
2.238298177719116211e+00,-1.654247879981994629e+00,1.210175871849060059e+00,2.963752985000610352e+00,-3.865745306015014648e+00,-1.873034596443176270e+00,2.165733814239501953e+00,1.626598834991455078e+00
2.328023910522460938e+00,-1.687613248825073242e+00,1.182000279426574707e+00,2.907122135162353516e+00,-4.002943038940429688e+00,-1.864697575569152832e+00,2.240657329559326172e+00,1.432377099990844727e+00
1.675998449325561523e+00,-2.424382865428924561e-01,1.038487553596496582e+00,1.204542875289916992e+00,-6.635009646415710449e-01,-2.401383161544799805e+00,2.372334957122802734e+00,-1.647210836410522461e+00
2.841876029968261719e+00,-1.684585690498352051e+00,9.220643639564514160e-01,2.772135257720947266e+00,-5.197550773620605469e+00,-1.022581219673156738e+00,1.779302477836608887e+00,1.894866466522216797e+00
2.981878280639648438e+00,-1.853247284889221191e+00,1.169611215591430664e+00,2.760603189468383789e+00,-5.274951457977294922e+00,-1.592942833900451660e+00,2.401685714721679688e+00,1.036514759063720703e+00
2.128647327423095703e+00,-1.604987740516662598e+00,1.157675981521606445e+00,2.932583332061767578e+00,-3.644602298736572266e+00,-1.850192904472351074e+00,2.090118885040283203e+00,1.642800569534301758e+00
3.299030780792236328e+00,-1.981421351432800293e+00,1.227225184440612793e+00,2.713000297546386719e+00,-5.649667739868164062e+00,-1.828935742378234863e+00,2.766664028167724609e+00,4.257660508155822754e-01
3.070368528366088867e+00,-1.901331186294555664e+00,1.190042614936828613e+00,2.719303607940673828e+00,-5.306299209594726562e+00,-1.767133116722106934e+00,2.614375114440917969e+00,6.812703609466552734e-01
3.602891445159912109e+00,-1.913776755332946777e+00,1.238182902336120605e+00,2.608251333236694336e+00,-5.583721160888671875e+00,-2.185561418533325195e+00,3.316761970520019531e+00,-3.367315530776977539e-01
3.309425830841064453e+00,-1.748700022697448730e+00,1.167841076850891113e+00,2.385750770568847656e+00,-4.764918327331542969e+00,-2.212260246276855469e+00,3.289070129394531250e+00,-6.515979766845703125e-01
1.828649997711181641e+00,-1.522527813911437988e+00,1.106619000434875488e+00,2.984709739685058594e+00,-2.902479171752929688e+00,-2.059786319732666016e+00,2.075001716613769531e+00,1.721536874771118164e+00
